제목,줄거리,줄거리_번역여부,최초방영일,작품유형,포스터,장르,networks,에피소드수,평점,인기도,주연배우,match_similarity
이브,"13년의 설계, 인생을 건 복수. 대한민국 0.1%를 무너뜨릴 가장 강렬하고 치명적인 고품격 격정멜로 복수극",TRUE,2022-06-01,Scripted,https://image.tmdb.org/t/p/w500/uSlcDkSzgTcANPYMZ1amNUNE2Gn.jpg,드라마|코미디,tvN,16,6.675,9.1453,서예지|박병은|유선|이상엽|이일화,1
이브의 모든 것,"《이브의 모든 것》(영어: All about Eve)은 2000년 4월 26일부터 2000년 7월 6일까지 방영된 MBC 수목 미니시리즈이다.

일본에서는 2002년 10월 11일부터 2002년 12월 13일까지 아사히 TV에서 전 10화를 방영했고, 나중에는 BS 아사히나 스카이퍼펙(SKY PerfecTV!)의 LaLaTV에서 방영했다. 2003년에는 중남미(멕시코, 페루, 콜롬비아, 볼리비아)에서도 방영되었다.

한편, 공동 집필자 박지현 작가는 《이브의 모든 것》을 통해 처음으로 미니시리즈 집필을 맡았다.",TRUE,2000-04-26,Scripted,https://image.tmdb.org/t/p/w500/n4w8f5pdTjlgEY4rjyxByRgXx0A.jpg,드라마,MBC,20,8.419,3.9732,채림|김소연|김정은|장동건|이특,1
이상한 변호사 우영우,"2022년 6월 ENA에서 방영을 시작한 드라마. 천재적인 두뇌의 소유자이면서 동시에 자폐 스펙트럼 장애를 가진 영우는 강점과 약점을 한 몸에 지니고 있다. 영우의 강점은 우리들 대부분이 범접할 수 없을 만큼 탁월하지만, 영우의 약점은 우리들 대부분이 깜짝 놀랄 만큼 취약하다. 서울대 로스쿨을 수석 졸업하고 변호사 시험에 합격한 우영우가 대형로펌 법무법인 한바다의 변호사가 된다. 신입 변호사이자 자폐 스펙트럼 장애를 가진 여성으로서 그녀는 법정 안팎에서 다양한 난관을 헤쳐 간다.",TRUE,2022-06-29,Scripted,https://image.tmdb.org/t/p/w500/yv57TccCkgdy3St7rspBPKROeRK.jpg,드라마,ENA,16,8.488,15.7934,박은빈|강태오|주종혁|전배수|백지원,1
이웃집 꽃미남,"상처를 끌어안고 성 속에 스스로를 가둔 도시형 라푼젤 캐릭터인 고독미가 앞집 남자를 몰래 훔쳐보다, 연하 꽃미남 엔리께 금에게 발각되면서 펼쳐지는 로맨틱 드라마",TRUE,2013-01-07,Miniseries,https://image.tmdb.org/t/p/w500/iwJ0DMUplZh7xjcOj6ABAFgV3xg.jpg,코미디|드라마,tvN,16,8.1,3.6118,박신혜|윤시윤|김지훈|박수진|김윤혜,1
이재 곧 죽습니다,"지옥으로 떨어지기 직전의 이재가 죽음이 내린 심판에 의해 12번의 죽음과 삶을 경험하게 되는 판타지 인생 환승 드라마. 이원식 & 꿀찬의 웹툰 ""이제 곧 죽습니다"" 원작",TRUE,2023-12-15,Miniseries,https://image.tmdb.org/t/p/w500/v3HpOEZtckMurMjNquzWddfwwcP.jpg,드라마|Sci-Fi & Fantasy,TVING,8,8.4,12.0561,서인국|박소담|김지훈|김미경|정용주,1
이태원 클라쓰,"불합리한 세상 속, 고집과 객기로 뭉친 청춘들의 ‘힙’한 반란이 시작된다. 세계를 압축해 놓은 듯 한 이태원. 이 작은 거리, 각자의 가치관으로 자유를 쫓는 그들의 창업 신화. 박새로이는 무릎 한 번을 꿇지 못해서 고등학교 중퇴, 전과자가 되었다. 재벌의 갑질로 인해 꿈, 가족 모두를 잃고 끝없는 나락 속에서 우연히 걷게 된 이태원 거리. 다양한 인종, 느낌 있는 이국적인 건축물, 자유로운 사람들, 각국의 맛있는 요리들. 세계가 압축된 듯한 이태원에서 자유를 느낀 그는, 다시금 희망을 품고 반해버린 이곳 이태원 골목에서 뜻이 맞는 동료들과 창업을 시작한다.",TRUE,2020-01-31,Scripted,https://image.tmdb.org/t/p/w500/2tTMci6Hq99gkagpYe19RulNXRr.jpg,드라마,JTBC,16,8.342,8.5666,박서준|김다미|권나라|유재명|안보현,1
이판사판,오빠의 비밀을 밝히려는 법원의 자타 공인 '꼴통 판사' 이정주와 그녀에게 휘말리게 된 차도남 엘리트 판사 사의현의 이판사판 정의 찾기 프로젝트,TRUE,2017-11-22,Scripted,https://image.tmdb.org/t/p/w500/2VHSWgQ6SQnEBxJfhvi6NNWxUAr.jpg,드라마,SBS,32,7.3,4.0327,박은빈|연우진|동하|나해령|김해숙,1
이혼보험,"최고의 브레인만 모여있다는 한 보험회사 혁신상품개발팀에서 새로운 이혼 보험 상품을 개발, 이혼과 관련된 모든 사항을 수치화하고 그에 합당한 보험금을 책정하는 등 이혼에 값을 매기는 적나라한 과정을 담은 이야기",TRUE,2025-03-31,Scripted,https://image.tmdb.org/t/p/w500/wanC4weueORzSxTT7bXS6hfpRW7.jpg,드라마|코미디,tvN,12,6.8,7.6298,이동욱|이광수|이주빈|이다희|엑시,1
인간수업,"학교 안에서는 모범생, 학교 밖에서는 영리한 범죄자. 그의 비밀스러운 이중생활은 완벽했다. 같은 반 친구가 그의 위험한 사업에 관심을 갖기 전까지는.",TRUE,2020-04-29,Scripted,https://image.tmdb.org/t/p/w500/2LTSggPYwuLvekQgvQfJ310auvP.jpg,범죄|드라마,Netflix,10,8.1,4.9372,김동희|박주현|정다빈|남윤수|김여진,1
인간실격,목표 없이 인생이라는 미로를 헤매던 여자와 남자. 삶의 갈림길에서 마주친 두 사람은 이제 새로운 희망을 품어 보려 한다. 진정한 나를 찾을 수 있을 거라는 간절한 희망을.,TRUE,2021-09-04,Scripted,https://image.tmdb.org/t/p/w500/65TA7I67wokxUT7Zf8wyYKs8d40.jpg,드라마,JTBC,16,8.6,3.2624,전도연|류준열|박병은|김효진|박인환,1
인서울,지난해 엄마와 고등학생 딸의 애증을 그린 드라마.,TRUE,2019-07-29,Scripted,https://image.tmdb.org/t/p/w500/gJQfwfev6vJS8gtXLBDWoDTklsM.jpg,드라마,V LIVE|NAVER TV,15,0,2.7673,정선율|정은표|장영남|민도희|려운,1
인현왕후의 남자,인현왕후의 복위를 위해 300년을 거슬러 시간 여행을 하게 된 조선시대 킹카 선비 김붕도와 2012년 드라마 新장희빈에서 인현왕후 역을 맡은 무명 여배우 최희진의 시공간을 넘나드는 사랑을 그린 타임슬립 로맨스 드라마.,TRUE,2012-04-18,Scripted,https://image.tmdb.org/t/p/w500/yKcpXYKt0wyf0QwyNGmEXECtmL7.jpg,Sci-Fi & Fantasy|코미디|드라마,tvN,16,7.6,2.7951,유인나|지현우|김진우|가득희|조달환,1
일단 뜨겁게 청소하라,"청결에 죽고 사는 청소업체 CEO 남자. 청결이 먹는 건지 입는 건지 관심 없는 취준생 여자. 물과 기름 같은 둘이 만나 옥신각신하더니 어라, 달달한 기운이? 남자가 결벽증을 버리려나, 여자가 더러움을 벗으려나? 궁금하다, 궁금해!",TRUE,2018-11-26,Scripted,https://image.tmdb.org/t/p/w500/jyHHFaV0B22L2xKNJ0j1F2RZuH7.jpg,코미디|드라마,JTBC,16,7.5,8.5075,윤균상|김유정|송재림|주종혁|유선,1
일리있는 사랑,결혼 후에 찾아온 첫 사랑. 아내가 사랑에 빠졌다. 운명일 수밖에 없는 어느 사랑스러운 부부에 대한 명랑 상큼한 이야기.,TRUE,2014-12-01,Scripted,https://image.tmdb.org/t/p/w500/qiqYiQW3RuTh0fO6A8szOno5E35.jpg,드라마,tvN,20,7.389,2.713,엄태웅|이시영|이수혁|최여진|박정민,1
일타 스캔들,대한민국 최고의 일타강사와 학부모 사이에서 벌어지는 해프닝을 그린 작품,TRUE,2023-01-14,Miniseries,https://image.tmdb.org/t/p/w500/fiu77Gn4o9GpVAxeMGCMym4MY7B.jpg,드라마|코미디,tvN,16,8.182,6.1564,전도연|정경호|신재하|이봉련|오의식,1
자백의 대가,남편을 죽였다는 혐의로 궁지에 몰린 여자. 그녀에게 의문의 여인이 다가와 거래를 제안한다. 그 사건을 대신 자백해 주겠다는 약속. 하지만 그 대가로 누군가의 목숨을 가져와야만 한다.,TRUE,2025-12-05,Scripted,https://image.tmdb.org/t/p/w500/iSu9YNe17GqwwzZuIjYMn92ESkr.jpg,미스터리|드라마,Netflix,12,7.958,9.566,전도연|김고은|박해수|진선규|최영준,1
자이언트,"가까운 지인의 배신으로 뿔뿔이 흩어졌던 세 남매가 수년 만에 재회한다. 아버지의 죽음에 복수하기 위해 모든 것을 걸고, 거대한 음모의 중심에 선 권력자에 맞선다.",TRUE,2010-05-10,Scripted,https://image.tmdb.org/t/p/w500/ml6lbZZVMp64OqRANAbc7Nsu9UD.jpg,드라마,SBS,60,8.1,6.1034,이범수|황정음|이덕화|주상욱|남지현,1
자체발광 오피스,"한강에 투신한 취업준비생 호원은 가까스로 구조돼 실려 간 응급실에서 자신이 시한부일지 모른다는 사실을 알게 된 후, 할 말 다 하는 '슈퍼 을' 계약직 신입사원으로 거듭난다.",TRUE,2017-03-15,Scripted,https://image.tmdb.org/t/p/w500/6G5PRSqGGl4b0BPawWhzt8GMZ83.jpg,코미디|드라마,MBC,16,6.6,3.1266,고아성|하석진|이동휘|김동욱|권해효,1
잔혹한 인턴,직장과 단절된 지 7년 만에 인턴으로 복직한 40대 '경단녀'(경력단절녀)가 정글 같은 사회에서 살아남는 과정을 그린 이야기,TRUE,2023-08-11,Scripted,https://image.tmdb.org/t/p/w500/fT7UwJfMLWrE6iagAWLtYAOW2pX.jpg,드라마|가족|코미디,TVING,12,5.5,2.7316,라미란|엄지원|이종혁|김민서|김인권,1
잘 하고 싶어,"여름, 성과 사랑 계절수업을 듣는 세 명의 여학생이 성에 대한 생각 차이로 갈등하다, 점점 서로를 받아들이고 각자의 연애에서도 터닝포인트를 맞게 되는 性장 연애물.",TRUE,2020-12-10,Scripted,https://image.tmdb.org/t/p/w500/3r66A7oqPihZhHHZROAOycqK1X2.jpg,드라마,NAVER TV|Playlist Studio,12,3.2,2.3085,한수아|박지원|김채은|김강민|최윤제,1
장난스런 키스,일본만화 '장난스런 키스'의 한국판 드라마이다. 장난스런 키스로 맺어진 두 사람이 서로에게 영향을 주고 받으며 자신의 자아정체성을 찾아가는 성장 스토리이다.,TRUE,2010-09-01,Scripted,https://image.tmdb.org/t/p/w500/2IYvpgAaHUpd7SA29KwEJ2zJMuo.jpg,코미디,MBC,16,7.8,4.7842,김현중|정소민|이태성|홍윤화|윤승아,1
장미빛 연인들,어린 나이에 크게 한 번 넘어졌지만 주저앉지 않고 다시 일어나 인생에 대한 해답과 행복을 찾아가는 주인공과 그 가족을 통해 희망을 그린 드라마,TRUE,2014-10-18,Scripted,https://image.tmdb.org/t/p/w500/gKMNj20W3pDUhTwvSUnqXCLqUFP.jpg,드라마|가족|로맨스,MBC,52,5.5,4.4696,이장우|한선화|이미숙|장미희|박상원,1
"장옥정, 사랑에 살다","궁중 여인들의 식상한 암투 이야기가 아닌 숙종 이순의 정치적 카리스마와 절대 사랑, 그리고 전문적 궁중 직업인으로서 신분의 굴레를 뛰어넘고자 했던 여성 장옥정의 이야기를 재조명한 드라마",TRUE,2013-04-08,Scripted,https://image.tmdb.org/t/p/w500/julIxa0KZ1CKVKSKX3vr8VI050p.jpg,드라마,SBS,24,5,4.819,김태희|유아인|홍수현|재희|이상엽,1
재벌X형사,"철없던 재벌 3세가 형사가 돼 성숙한 인간으로 성장하고 앙숙이던 팀원들과 화합하고, 진정한 사랑을 찾아가는 모습을 담아내는 이야기",TRUE,2024-01-26,Scripted,https://image.tmdb.org/t/p/w500/aLrGyfe2nbfM9PvtSYoKy5jEOJu.jpg,드라마|범죄|미스터리|Action & Adventure,SBS,16,7.8,20.9482,안보현|박지현|강상준|김신비|곽시양,1
재벌집 막내아들,"순양그룹 오너 일가의 충직한 비서, 윤현우. 해외로 유출된 비자금을 국내로 들여오라는 지시를 받고 임무를 수행하던 중 오너 일가에 의해 무참히 살해당한다. 그의 억울한 죽음은 끝이 아니었는데, 1987년의 대한민국, 순양그룹 오너 일가의 막내아들 진도준으로 회귀한 것! 과연 그는 복수에 성공할 수 있을까?",TRUE,2022-11-18,Scripted,https://image.tmdb.org/t/p/w500/lRtxdLhnmaKYc65WfMHPrE4TuuI.jpg,드라마|Sci-Fi & Fantasy,JTBC,16,8.004,7.4216,송중기|이성민|신현빈|윤제문|김신록,1
저글러스,헌신과 순종의 서포터 정신으로 살아온 수동형 여자와 타인의 관심과 관계를 전면 거부하는 철벽형 남자가 비서와 보스로 만나 펼치는 오피스 드라마,TRUE,2017-12-04,Scripted,https://image.tmdb.org/t/p/w500/kyEtTCAPZMBnkR8IFkJIaHyGQFS.jpg,코미디,KBS2,16,7,3.2967,최다니엘|백진희|강혜정|이원근|차주영,1
저녁 같이 드실래요,이별의 상처와 홀로 문화로 인해 사랑 감정이 퇴화된 두 남녀가 저녁 식사를 매개로 감정을 회복하며 사랑을 찾아가는 이야기를 담은 드라마. 도희는 영동의 생일을 축하해주기 위해 제주도까지 날아가지만 그곳에서 바람현장을 목격하고 충격에 빠진다. 해경은 갯바위에 올라간 도희가 자살을 시도하는 것으로 오해하고 도희를 구하기 위해 뛰어들었다가 바다에 빠지는데...,TRUE,2020-05-25,Scripted,https://image.tmdb.org/t/p/w500/zXoXpRdakMwvBfKK8m3klOKGY1p.jpg,드라마,MBC,32,7.2,3.7592,송승헌|서지혜|이지훈|손나은|박호산,1
저스티스,복수를 위해 악마와 거래한 타락한 변호사 이태경과 가족을 위해 스스로 악이 된 남자 송우용이 여배우 연쇄 실종 사건의 한가운데서 부딪히며 대한민국 VVIP들의 숨겨진 뒷모습을 파헤치는 소셜 스릴러,TRUE,2019-07-17,Scripted,https://image.tmdb.org/t/p/w500/v62OHg0fIXgOuBU52ZvzDEKdmon.jpg,드라마,KBS2,32,7.2,2.7998,최진혁|손현주|나나|박성훈|이학주,1
전설의 마녀,청주여자교도소 2층 10번 방에 수감된 네 명의 수형자의 이야기를 그린 드라마,TRUE,2014-10-25,Scripted,https://image.tmdb.org/t/p/w500/j9HXGJR7Dux7QDpCVliJyNBDfOR.jpg,드라마|가족|로맨스,MBC,40,7.8,2.5597,홍아름|도상우|하연수|하석진|박인환,1
전우치,"고전소설 전우치전을 소재로 한 퓨전 무협 사극, 친구의 배신으로 아버지처럼 여겼던 홍길동과 사랑한 여인 홍무연을 잃고, 복수를 꿈꾸게 된 율도국 도사 전우치의 이야기.",TRUE,2012-11-21,Scripted,https://image.tmdb.org/t/p/w500/9s7sPBGFCTUp6vkq3UL2DrnLbB1.jpg,코미디|Action & Adventure|Sci-Fi & Fantasy,KBS2,24,4,3.0218,차태현|유이|이희준|백진희|김갑수,1
절대 그이,사랑의 상처로 차가운 강철심장이 되어버린 특수 분장사 다다와 빨갛게 달아오른 뜨거운 핑크빛 심장을 가진 연인용 피규어 제로나인이 펼치는 후끈후끈 말랑말랑 달콤 짜릿 로맨스,TRUE,2019-05-15,Scripted,https://image.tmdb.org/t/p/w500/abgirXiv64HNrtAbo8qwh9ger3C.jpg,코미디,SBS,40,6.2,3.831,여진구|방민아|홍종현|홍금비|최성원,1
정년이,"1956년 목포, 가진 것도 배운 것도 없지만 소리 하나만큼은 타고난 천재 소녀 윤정년. 바지락 캐고 생선 팔며 살아가는 고된 삶에 정년은 그저 돈을 많이 버는 게 소원인데. 시장에서 여느 때처럼 손님을 끌기 위해 소리를 하다 서울에서 내려온 당대 최고의 국극 스타 문옥경을 만나게 된다. 옥경을 통해 난생처음 국극이란 걸 보게 된 정년은 눈앞에 펼쳐지는 상상도 못한 세계에 충격과 전율을 느낀다. 절대 소리를 못 하게 하는 엄마의 반대를 무릅쓰고 우여곡절 끝에 서울의 매란국극단에 들어가게 된 정년. 이제부터 목표는 단 하나. 문옥경의 뒤를 잇는 최고의 국극 배우가 되는 것! 소리라면 누구보다 자신 있던 정년이지만 엘리트 연구생 허영서의 출중한 실력에 긴장하게 되고. 뛰어난 재능으로 단숨에 영서에 대적할 다크호스로 떠오르던 찰나, 생각지 못했던 난관에 부딪히게 되는데. 최고의 국극 배우를 향한 경쟁과 연대, 그리고 찬란한 성장기",TRUE,2024-10-12,Scripted,https://image.tmdb.org/t/p/w500/pWYDvtyb3xwunAvdH46mhNBsSNj.jpg,드라마,tvN,12,6.4,4.9263,김태리|신예은|라미란|정은채|김윤혜,1
정숙한 세일즈,'여성은 28~35세 정년 퇴임'이 자연스럽게 받아들여지던 1990년대 전라도 시골 마을에서 성인 용품을 방문 판매하는 사원들의 이야기,TRUE,2024-10-12,Scripted,https://image.tmdb.org/t/p/w500/4fncJSnUqbkMurayrXHNmOw2YTC.jpg,드라마|코미디,JTBC,12,8.067,5.8326,김소연|연우진|김성령|김선영|이세희,1
정신병동에도 아침이 와요,정신건강의학과에 새로 오게 된 간호사 정다은. 아무리 힘든 일이 생겨도 환자들에게 따뜻한 아침 햇살 같은 존재가 되기 위해 최선을 다한다.,TRUE,2023-11-03,Scripted,https://image.tmdb.org/t/p/w500/qeWsnJAnzM5HT7RDO2MU9Spa8Jt.jpg,드라마,Netflix,12,8.2,7.3821,박보영|연우진|장동윤|이정은|장률,1
제3의 매력,"유난히 지쳤던 추운 겨울, 따뜻하게 손잡아 주머니에 넣어주는 것만으로도 연애가 시작될 수도 있고.. 여름의 온도와 습도, 불쾌지수가 만든 사소한 다툼으로 잡았던 손을 놓으며 헤어질 수도 있는 법.. 연애는 이렇게, 계절 마다 다른 얼굴로 우리에게 다가온다. 이 드라마는, 스물의 봄, 스물일곱의 여름, 서른둘의 가을과 겨울을 함께 통과하는 두 남녀의 이야기. 계절마다 다른 얼굴로 부딪친 그들의 인연이 소소한 운명이 되는 연애 판타지다. 잘났든 못났든, 늙건 어리건, 연애라는 황홀한 가시밭길을 걷는 동안에는 무엇하나 내 맘 같지 않고 수월할 리가 없다. 이렇듯, 연애는 어렵다. 이 드라마는, 행복하게 웃기도 하고, 눈물도 흘리고 상처도 받는 연애의 현실에 방점을 찍을 것이다. 상처를 주거나 상처를 받았던 우리들 연애의 속살을 함께 얘기할 것이고, 고난과 역경을 넘어 목숨까지 걸며 지켜주고 싶은 운명적 연애의 완성보다는 그렇게 완성된 그 아까운 연애가 흔들리고, 금이 가고, 깨져가는 안타까운 현실을 보여주는.. 아마도, 연애 다큐가 될 것이다.",TRUE,2018-09-28,Scripted,https://image.tmdb.org/t/p/w500/6XnNKXEPNuTr1t16jRpft1oSsGE.jpg,드라마,JTBC,16,6.2,5.3587,서강준|이솜|신도현|양동근|이윤지,1
제5공화국,"제5공화국의 흥망성쇠를 생생하게 다룬 본격 정치 드라마. 1979년 10·26 사건부터 12·12 쿠데타, 5·17 쿠데타, 1980년 광주 민주화 운동, 제5공화국, 1987년 6월 항쟁, 6·29 선언, 제6공화국의 성립, 김영삼 정권 당시 전두환·노태우 구속수감, 그리고 대한민국 제15대 대통령 선거 당시 전두환·노태우 특별사면까지 다뤘다.",TRUE,2005-04-23,Scripted,https://image.tmdb.org/t/p/w500/rkL9UzEOVV1aYsmHGjmTMNxkUxN.jpg,드라마,MBC,41,9.5,5.0031,이덕화|서인석|이재용|이정길|김용건,1
